Full_ID,Gene,ENSG_ID
KLHL12_ENSG00000117153,KLHL12,ENSG00000117153
IGSF21_ENSG00000117154,IGSF21,ENSG00000117154
SSX2IP_ENSG00000117155,SSX2IP,ENSG00000117155
ZNHIT6_ENSG00000117174,ZNHIT6,ENSG00000117174
PLA2G2D_ENSG00000117215,PLA2G2D,ENSG00000117215
RBBP5_ENSG00000117222,RBBP5,ENSG00000117222
GBP3_ENSG00000117226,GBP3,ENSG00000117226
GBP1_ENSG00000117228,GBP1,ENSG00000117228
PINK1-AS_ENSG00000117242,PINK1-AS,ENSG00000117242
KIF17_ENSG00000117245,KIF17,ENSG00000117245
GPR89A_ENSG00000117262,GPR89A,ENSG00000117262
CDK18_ENSG00000117266,CDK18,ENSG00000117266
RAB29_ENSG00000117280,RAB29,ENSG00000117280
CD160_ENSG00000117281,CD160,ENSG00000117281
ECE1_ENSG00000117298,ECE1,ENSG00000117298
HMGCL_ENSG00000117305,HMGCL,ENSG00000117305
GALE_ENSG00000117308,GALE,ENSG00000117308
ID3_ENSG00000117318,ID3,ENSG00000117318
CR2_ENSG00000117322,CR2,ENSG00000117322
CD46_ENSG00000117335,CD46,ENSG00000117335
PRPF3_ENSG00000117360,PRPF3,ENSG00000117360
APH1A_ENSG00000117362,APH1A,ENSG00000117362
P3H1_ENSG00000117385,P3H1,ENSG00000117385
SLC2A1_ENSG00000117394,SLC2A1,ENSG00000117394
EBNA1BP2_ENSG00000117395,EBNA1BP2,ENSG00000117395
CDC20_ENSG00000117399,CDC20,ENSG00000117399
MPL_ENSG00000117400,MPL,ENSG00000117400
ARTN_ENSG00000117407,ARTN,ENSG00000117407
IPO13_ENSG00000117408,IPO13,ENSG00000117408
ATP6V0B_ENSG00000117410,ATP6V0B,ENSG00000117410
B4GALT2_ENSG00000117411,B4GALT2,ENSG00000117411
ERI3_ENSG00000117419,ERI3,ENSG00000117419
PTCH2_ENSG00000117425,PTCH2,ENSG00000117425
AKR1A1_ENSG00000117448,AKR1A1,ENSG00000117448
PRDX1_ENSG00000117450,PRDX1,ENSG00000117450
PIK3R3_ENSG00000117461,PIK3R3,ENSG00000117461
TSPAN1_ENSG00000117472,TSPAN1,ENSG00000117472
BLZF1_ENSG00000117475,BLZF1,ENSG00000117475
CCDC181_ENSG00000117477,CCDC181,ENSG00000117477
SLC19A2_ENSG00000117479,SLC19A2,ENSG00000117479
FAAH_ENSG00000117480,FAAH,ENSG00000117480
NSUN4_ENSG00000117481,NSUN4,ENSG00000117481
TMED5_ENSG00000117500,TMED5,ENSG00000117500
MROH9_ENSG00000117501,MROH9,ENSG00000117501
DR1_ENSG00000117505,DR1,ENSG00000117505
CNN3_ENSG00000117519,CNN3,ENSG00000117519
PRRC2C_ENSG00000117523,PRRC2C,ENSG00000117523
F3_ENSG00000117525,F3,ENSG00000117525
ABCD3_ENSG00000117528,ABCD3,ENSG00000117528
VAMP4_ENSG00000117533,VAMP4,ENSG00000117533
DPH5_ENSG00000117543,DPH5,ENSG00000117543
FASLG_ENSG00000117560,FASLG,ENSG00000117560
PTBP2_ENSG00000117569,PTBP2,ENSG00000117569
TNFSF4_ENSG00000117586,TNFSF4,ENSG00000117586
PRDX6_ENSG00000117592,PRDX6,ENSG00000117592
DARS2_ENSG00000117593,DARS2,ENSG00000117593
HSD11B1_ENSG00000117594,HSD11B1,ENSG00000117594
IRF6_ENSG00000117595,IRF6,ENSG00000117595
DIEXF_ENSG00000117597,DIEXF,ENSG00000117597
PLPPR5_ENSG00000117598,PLPPR5,ENSG00000117598
PLPPR4_ENSG00000117600,PLPPR4,ENSG00000117600
SERPINC1_ENSG00000117601,SERPINC1,ENSG00000117601
RCAN3_ENSG00000117602,RCAN3,ENSG00000117602
SYF2_ENSG00000117614,SYF2,ENSG00000117614
RSRP1_ENSG00000117616,RSRP1,ENSG00000117616
SLC35A3_ENSG00000117620,SLC35A3,ENSG00000117620
RCOR3_ENSG00000117625,RCOR3,ENSG00000117625
STMN1_ENSG00000117632,STMN1,ENSG00000117632
MTFR1L_ENSG00000117640,MTFR1L,ENSG00000117640
MAN1C1_ENSG00000117643,MAN1C1,ENSG00000117643
NEK2_ENSG00000117650,NEK2,ENSG00000117650
RPS6KA1_ENSG00000117676,RPS6KA1,ENSG00000117676
DHDDS_ENSG00000117682,DHDDS,ENSG00000117682
NENF_ENSG00000117691,NENF,ENSG00000117691
NSL1_ENSG00000117697,NSL1,ENSG00000117697
PROX1_ENSG00000117707,PROX1,ENSG00000117707
ARID1A_ENSG00000117713,ARID1A,ENSG00000117713
CENPF_ENSG00000117724,CENPF,ENSG00000117724
RPA2_ENSG00000117748,RPA2,ENSG00000117748
PPP1R8_ENSG00000117751,PPP1R8,ENSG00000117751
STX12_ENSG00000117758,STX12,ENSG00000117758
MARC2_ENSG00000117791,MARC2,ENSG00000117791
SLC5A9_ENSG00000117834,SLC5A9,ENSG00000117834
OSBPL9_ENSG00000117859,OSBPL9,ENSG00000117859
TXNDC12_ENSG00000117862,TXNDC12,ENSG00000117862
ESYT2_ENSG00000117868,ESYT2,ENSG00000117868
CD3EAP_ENSG00000117877,CD3EAP,ENSG00000117877
MESDC2_ENSG00000117899,MESDC2,ENSG00000117899
RCN2_ENSG00000117906,RCN2,ENSG00000117906
CHRNB4_ENSG00000117971,CHRNB4,ENSG00000117971
MUC5B_ENSG00000117983,MUC5B,ENSG00000117983
CTSD_ENSG00000117984,CTSD,ENSG00000117984
COLEC11_ENSG00000118004,COLEC11,ENSG00000118004
STAG1_ENSG00000118007,STAG1,ENSG00000118007
A4GNT_ENSG00000118017,A4GNT,ENSG00000118017
STK11_ENSG00000118046,STK11,ENSG00000118046
KMT2A_ENSG00000118058,KMT2A,ENSG00000118058
TREH_ENSG00000118094,TREH,ENSG00000118094
IFT46_ENSG00000118096,IFT46,ENSG00000118096
MMP8_ENSG00000118113,MMP8,ENSG00000118113
APOA1_ENSG00000118137,APOA1,ENSG00000118137
ZNF541_ENSG00000118156,ZNF541,ENSG00000118156
SLC8A2_ENSG00000118160,SLC8A2,ENSG00000118160
KPTN_ENSG00000118162,KPTN,ENSG00000118162
RPS25_ENSG00000118181,RPS25,ENSG00000118181
KIF14_ENSG00000118193,KIF14,ENSG00000118193
TNNT2_ENSG00000118194,TNNT2,ENSG00000118194
DDX59_ENSG00000118197,DDX59,ENSG00000118197
CAMSAP2_ENSG00000118200,CAMSAP2,ENSG00000118200
ATF6_ENSG00000118217,ATF6,ENSG00000118217
CRYGD_ENSG00000118231,CRYGD,ENSG00000118231
MREG_ENSG00000118242,MREG,ENSG00000118242
FASTKD2_ENSG00000118246,FASTKD2,ENSG00000118246
NRP2_ENSG00000118257,NRP2,ENSG00000118257
CREB1_ENSG00000118260,CREB1,ENSG00000118260
KLF7_ENSG00000118263,KLF7,ENSG00000118263
TTR_ENSG00000118271,TTR,ENSG00000118271
B4GALT6_ENSG00000118276,B4GALT6,ENSG00000118276
C1orf54_ENSG00000118292,C1orf54,ENSG00000118292
CA14_ENSG00000118298,CA14,ENSG00000118298
CASC1_ENSG00000118307,CASC1,ENSG00000118307
LRMP_ENSG00000118308,LRMP,ENSG00000118308
ATP10B_ENSG00000118322,ATP10B,ENSG00000118322
SPCS2_ENSG00000118363,SPCS2,ENSG00000118363
USP35_ENSG00000118369,USP35,ENSG00000118369
ELOVL4_ENSG00000118402,ELOVL4,ENSG00000118402
FILIP1_ENSG00000118407,FILIP1,ENSG00000118407
CASP8AP2_ENSG00000118412,CASP8AP2,ENSG00000118412
HMGN3_ENSG00000118418,HMGN3,ENSG00000118418
UBE3D_ENSG00000118420,UBE3D,ENSG00000118420
CNR1_ENSG00000118432,CNR1,ENSG00000118432
SPACA1_ENSG00000118434,SPACA1,ENSG00000118434
ANKRD13C_ENSG00000118454,ANKRD13C,ENSG00000118454
SGIP1_ENSG00000118473,SGIP1,ENSG00000118473
PHF3_ENSG00000118482,PHF3,ENSG00000118482
ADGB_ENSG00000118492,ADGB,ENSG00000118492
PLAGL1_ENSG00000118495,PLAGL1,ENSG00000118495
FBXO30_ENSG00000118496,FBXO30,ENSG00000118496
TNFAIP3_ENSG00000118503,TNFAIP3,ENSG00000118503
AKAP7_ENSG00000118507,AKAP7,ENSG00000118507
RAB32_ENSG00000118508,RAB32,ENSG00000118508
MYB_ENSG00000118513,MYB,ENSG00000118513
ALDH8A1_ENSG00000118514,ALDH8A1,ENSG00000118514
SGK1_ENSG00000118515,SGK1,ENSG00000118515
RNF146_ENSG00000118518,RNF146,ENSG00000118518
ARG1_ENSG00000118520,ARG1,ENSG00000118520
CTGF_ENSG00000118523,CTGF,ENSG00000118523
TCF21_ENSG00000118526,TCF21,ENSG00000118526
PMFBP1_ENSG00000118557,PMFBP1,ENSG00000118557
FBXL5_ENSG00000118564,FBXL5,ENSG00000118564
MED28_ENSG00000118579,MED28,ENSG00000118579
SLC16A7_ENSG00000118596,SLC16A7,ENSG00000118596
TMEM5_ENSG00000118600,TMEM5,ENSG00000118600
ZNF430_ENSG00000118620,ZNF430,ENSG00000118620
VAMP8_ENSG00000118640,VAMP8,ENSG00000118640
DCLRE1B_ENSG00000118655,DCLRE1B,ENSG00000118655
MYL12B_ENSG00000118680,MYL12B,ENSG00000118680
FOXO3_ENSG00000118689,FOXO3,ENSG00000118689
ARMC2_ENSG00000118690,ARMC2,ENSG00000118690
GHRH_ENSG00000118702,GHRH,ENSG00000118702
RPN2_ENSG00000118705,RPN2,ENSG00000118705
TGIF2_ENSG00000118707,TGIF2,ENSG00000118707
CASQ2_ENSG00000118729,CASQ2,ENSG00000118729
OLFM3_ENSG00000118733,OLFM3,ENSG00000118733
PKD2_ENSG00000118762,PKD2,ENSG00000118762
ABCG2_ENSG00000118777,ABCG2,ENSG00000118777
SPP1_ENSG00000118785,SPP1,ENSG00000118785
STBD1_ENSG00000118804,STBD1,ENSG00000118804
CCNI_ENSG00000118816,CCNI,ENSG00000118816
RARRES1_ENSG00000118849,RARRES1,ENSG00000118849
MFSD1_ENSG00000118855,MFSD1,ENSG00000118855
RAB3GAP2_ENSG00000118873,RAB3GAP2,ENSG00000118873
EEF2KMT_ENSG00000118894,EEF2KMT,ENSG00000118894
PPL_ENSG00000118898,PPL,ENSG00000118898
UBN1_ENSG00000118900,UBN1,ENSG00000118900
KLF12_ENSG00000118922,KLF12,ENSG00000118922
UCHL3_ENSG00000118939,UCHL3,ENSG00000118939
PCDH17_ENSG00000118946,PCDH17,ENSG00000118946
HS1BP3_ENSG00000118960,HS1BP3,ENSG00000118960
LDAH_ENSG00000118961,LDAH,ENSG00000118961
WDR35_ENSG00000118965,WDR35,ENSG00000118965
CCND2_ENSG00000118971,CCND2,ENSG00000118971
FGF23_ENSG00000118972,FGF23,ENSG00000118972
ELL2_ENSG00000118985,ELL2,ENSG00000118985
DNAH7_ENSG00000118997,DNAH7,ENSG00000118997
CYP20A1_ENSG00000119004,CYP20A1,ENSG00000119004
NDUFB3_ENSG00000119013,NDUFB3,ENSG00000119013
GTF3C3_ENSG00000119041,GTF3C3,ENSG00000119041
SATB2_ENSG00000119042,SATB2,ENSG00000119042
UBE2B_ENSG00000119048,UBE2B,ENSG00000119048
TRPM6_ENSG00000119121,TRPM6,ENSG00000119121
GDA_ENSG00000119125,GDA,ENSG00000119125
KLF9_ENSG00000119138,KLF9,ENSG00000119138
TJP2_ENSG00000119139,TJP2,ENSG00000119139
C2orf40_ENSG00000119147,C2orf40,ENSG00000119147
ITGB1BP1_ENSG00000119185,ITGB1BP1,ENSG00000119185
CPSF3_ENSG00000119203,CPSF3,ENSG00000119203
PIGZ_ENSG00000119227,PIGZ,ENSG00000119227
SENP5_ENSG00000119231,SENP5,ENSG00000119231
CCDC92_ENSG00000119242,CCDC92,ENSG00000119242
C1orf198_ENSG00000119280,C1orf198,ENSG00000119280
TRIM67_ENSG00000119283,TRIM67,ENSG00000119283
HEATR1_ENSG00000119285,HEATR1,ENSG00000119285
PTBP3_ENSG00000119314,PTBP3,ENSG00000119314
RAD23B_ENSG00000119318,RAD23B,ENSG00000119318
FKBP15_ENSG00000119321,FKBP15,ENSG00000119321
CTNNAL1_ENSG00000119326,CTNNAL1,ENSG00000119326
FAM206A_ENSG00000119328,FAM206A,ENSG00000119328
WDR34_ENSG00000119333,WDR34,ENSG00000119333
SET_ENSG00000119335,SET,ENSG00000119335
PPP2R4_ENSG00000119383,PPP2R4,ENSG00000119383
GLE1_ENSG00000119392,GLE1,ENSG00000119392
RAB14_ENSG00000119396,RAB14,ENSG00000119396
CNTRL_ENSG00000119397,CNTRL,ENSG00000119397
TRIM32_ENSG00000119401,TRIM32,ENSG00000119401
FBXW2_ENSG00000119402,FBXW2,ENSG00000119402
PHF19_ENSG00000119403,PHF19,ENSG00000119403
NEK6_ENSG00000119408,NEK6,ENSG00000119408
BSPRY_ENSG00000119411,BSPRY,ENSG00000119411
PPP6C_ENSG00000119414,PPP6C,ENSG00000119414
NDUFA8_ENSG00000119421,NDUFA8,ENSG00000119421
HDHD3_ENSG00000119431,HDHD3,ENSG00000119431
RBM18_ENSG00000119446,RBM18,ENSG00000119446
SLC46A2_ENSG00000119457,SLC46A2,ENSG00000119457
HSDL2_ENSG00000119471,HSDL2,ENSG00000119471
MAPKAP1_ENSG00000119487,MAPKAP1,ENSG00000119487
NR4A3_ENSG00000119508,NR4A3,ENSG00000119508
INVS_ENSG00000119509,INVS,ENSG00000119509
GALNT12_ENSG00000119514,GALNT12,ENSG00000119514
DENND1A_ENSG00000119522,DENND1A,ENSG00000119522
ALG2_ENSG00000119523,ALG2,ENSG00000119523
CSF3R_ENSG00000119535,CSF3R,ENSG00000119535
KDSR_ENSG00000119537,KDSR,ENSG00000119537
VPS4B_ENSG00000119541,VPS4B,ENSG00000119541
ONECUT2_ENSG00000119547,ONECUT2,ENSG00000119547
C19orf25_ENSG00000119559,C19orf25,ENSG00000119559
ZBTB45_ENSG00000119574,ZBTB45,ENSG00000119574
YLPM1_ENSG00000119596,YLPM1,ENSG00000119596
DCAF4_ENSG00000119599,DCAF4,ENSG00000119599
PROX2_ENSG00000119608,PROX2,ENSG00000119608
VSX2_ENSG00000119614,VSX2,ENSG00000119614
FCF1_ENSG00000119616,FCF1,ENSG00000119616
PGF_ENSG00000119630,PGF,ENSG00000119630
IFI27L2_ENSG00000119632,IFI27L2,ENSG00000119632
BBOF1_ENSG00000119636,BBOF1,ENSG00000119636
NEK9_ENSG00000119638,NEK9,ENSG00000119638
ACYP1_ENSG00000119640,ACYP1,ENSG00000119640
IFT43_ENSG00000119650,IFT43,ENSG00000119650
NPC2_ENSG00000119655,NPC2,ENSG00000119655
DNAL1_ENSG00000119661,DNAL1,ENSG00000119661
IRF2BPL_ENSG00000119669,IRF2BPL,ENSG00000119669
ACOT2_ENSG00000119673,ACOT2,ENSG00000119673
LTBP2_ENSG00000119681,LTBP2,ENSG00000119681
AREL1_ENSG00000119682,AREL1,ENSG00000119682
MLH3_ENSG00000119684,MLH3,ENSG00000119684
TTLL5_ENSG00000119685,TTLL5,ENSG00000119685
FLVCR2_ENSG00000119686,FLVCR2,ENSG00000119686
ABCD4_ENSG00000119688,ABCD4,ENSG00000119688
DLST_ENSG00000119689,DLST,ENSG00000119689
PPP4R4_ENSG00000119698,PPP4R4,ENSG00000119698
TGFB3_ENSG00000119699,TGFB3,ENSG00000119699
ZC2HC1C_ENSG00000119703,ZC2HC1C,ENSG00000119703
SLIRP_ENSG00000119705,SLIRP,ENSG00000119705
RBM25_ENSG00000119707,RBM25,ENSG00000119707
ALDH6A1_ENSG00000119711,ALDH6A1,ENSG00000119711
GPR68_ENSG00000119714,GPR68,ENSG00000119714
ESRRB_ENSG00000119715,ESRRB,ENSG00000119715
EIF2B2_ENSG00000119718,EIF2B2,ENSG00000119718
NRDE2_ENSG00000119720,NRDE2,ENSG00000119720
COQ6_ENSG00000119723,COQ6,ENSG00000119723
ZNF410_ENSG00000119725,ZNF410,ENSG00000119725
RHOQ_ENSG00000119729,RHOQ,ENSG00000119729
GPR75_ENSG00000119737,GPR75,ENSG00000119737
SUPT7L_ENSG00000119760,SUPT7L,ENSG00000119760
KLHL29_ENSG00000119771,KLHL29,ENSG00000119771
DNMT3A_ENSG00000119772,DNMT3A,ENSG00000119772
TMEM214_ENSG00000119777,TMEM214,ENSG00000119777
ATAD2B_ENSG00000119778,ATAD2B,ENSG00000119778
FKBP1B_ENSG00000119782,FKBP1B,ENSG00000119782
ATL2_ENSG00000119787,ATL2,ENSG00000119787
YPEL5_ENSG00000119801,YPEL5,ENSG00000119801
FAM98A_ENSG00000119812,FAM98A,ENSG00000119812
YIPF4_ENSG00000119820,YIPF4,ENSG00000119820
AFTPH_ENSG00000119844,AFTPH,ENSG00000119844
LGALSL_ENSG00000119862,LGALSL,ENSG00000119862
CNRIP1_ENSG00000119865,CNRIP1,ENSG00000119865
BCL11A_ENSG00000119866,BCL11A,ENSG00000119866
CRIPT_ENSG00000119878,CRIPT,ENSG00000119878
EPCAM_ENSG00000119888,EPCAM,ENSG00000119888
SLC17A5_ENSG00000119899,SLC17A5,ENSG00000119899
OGFRL1_ENSG00000119900,OGFRL1,ENSG00000119900
SLF2_ENSG00000119906,SLF2,ENSG00000119906
IDE_ENSG00000119912,IDE,ENSG00000119912
TECTB_ENSG00000119913,TECTB,ENSG00000119913
ELOVL3_ENSG00000119915,ELOVL3,ENSG00000119915
IFIT3_ENSG00000119917,IFIT3,ENSG00000119917
NKX2-3_ENSG00000119919,NKX2-3,ENSG00000119919
IFIT2_ENSG00000119922,IFIT2,ENSG00000119922
GPAM_ENSG00000119927,GPAM,ENSG00000119927
CUTC_ENSG00000119929,CUTC,ENSG00000119929
PPP1R3C_ENSG00000119938,PPP1R3C,ENSG00000119938
PYROXD2_ENSG00000119943,PYROXD2,ENSG00000119943
CNNM1_ENSG00000119946,CNNM1,ENSG00000119946
MXI1_ENSG00000119950,MXI1,ENSG00000119950
SMNDC1_ENSG00000119953,SMNDC1,ENSG00000119953
C10orf88_ENSG00000119965,C10orf88,ENSG00000119965
HELLS_ENSG00000119969,HELLS,ENSG00000119969
PRLHR_ENSG00000119973,PRLHR,ENSG00000119973
TCTN3_ENSG00000119977,TCTN3,ENSG00000119977
FAM45A_ENSG00000119979,FAM45A,ENSG00000119979
AVPI1_ENSG00000119986,AVPI1,ENSG00000119986
WDR11_ENSG00000120008,WDR11,ENSG00000120008
C10orf76_ENSG00000120029,C10orf76,ENSG00000120029
KCNIP2_ENSG00000120049,KCNIP2,ENSG00000120049
CFAP58_ENSG00000120051,CFAP58,ENSG00000120051
GOT1_ENSG00000120053,GOT1,ENSG00000120053
CPN1_ENSG00000120054,CPN1,ENSG00000120054
C10orf95_ENSG00000120055,C10orf95,ENSG00000120055
SFRP5_ENSG00000120057,SFRP5,ENSG00000120057
GNA13_ENSG00000120063,GNA13,ENSG00000120063
HOXB8_ENSG00000120068,HOXB8,ENSG00000120068
KANSL1_ENSG00000120071,KANSL1,ENSG00000120071
HOXB5_ENSG00000120075,HOXB5,ENSG00000120075
HOXB3_ENSG00000120093,HOXB3,ENSG00000120093
HOXB1_ENSG00000120094,HOXB1,ENSG00000120094
DUSP1_ENSG00000120129,DUSP1,ENSG00000120129
PANK3_ENSG00000120137,PANK3,ENSG00000120137
MSX2_ENSG00000120149,MSX2,ENSG00000120149
TEK_ENSG00000120156,TEK,ENSG00000120156
RCL1_ENSG00000120158,RCL1,ENSG00000120158
CAAP1_ENSG00000120159,CAAP1,ENSG00000120159
EQTN_ENSG00000120160,EQTN,ENSG00000120160
MOB3B_ENSG00000120162,MOB3B,ENSG00000120162
INSL6_ENSG00000120210,INSL6,ENSG00000120210
INSL4_ENSG00000120211,INSL4,ENSG00000120211
MLANA_ENSG00000120215,MLANA,ENSG00000120215
CD274_ENSG00000120217,CD274,ENSG00000120217
GRIA2_ENSG00000120251,GRIA2,ENSG00000120251
NUP43_ENSG00000120253,NUP43,ENSG00000120253
MTHFD1L_ENSG00000120254,MTHFD1L,ENSG00000120254
LRP11_ENSG00000120256,LRP11,ENSG00000120256
CCDC170_ENSG00000120262,CCDC170,ENSG00000120262
PCMT1_ENSG00000120265,PCMT1,ENSG00000120265
PLEKHG1_ENSG00000120278,PLEKHG1,ENSG00000120278
MYCT1_ENSG00000120279,MYCT1,ENSG00000120279
CXorf21_ENSG00000120280,CXorf21,ENSG00000120280
MAGEB4_ENSG00000120289,MAGEB4,ENSG00000120289
CYSTM1_ENSG00000120306,CYSTM1,ENSG00000120306
WDR55_ENSG00000120314,WDR55,ENSG00000120314
ARAP3_ENSG00000120318,ARAP3,ENSG00000120318
PCDHB8_ENSG00000120322,PCDHB8,ENSG00000120322
PCDHB10_ENSG00000120324,PCDHB10,ENSG00000120324
PCDHB14_ENSG00000120327,PCDHB14,ENSG00000120327
PCDHB12_ENSG00000120328,PCDHB12,ENSG00000120328
SLC25A2_ENSG00000120329,SLC25A2,ENSG00000120329
TNN_ENSG00000120332,TNN,ENSG00000120332
MRPS14_ENSG00000120333,MRPS14,ENSG00000120333
CENPL_ENSG00000120334,CENPL,ENSG00000120334
TNFSF18_ENSG00000120337,TNFSF18,ENSG00000120337
SEC16B_ENSG00000120341,SEC16B,ENSG00000120341
GORAB_ENSG00000120370,GORAB,ENSG00000120370
GPR31_ENSG00000120436,GPR31,ENSG00000120436
ACAT2_ENSG00000120437,ACAT2,ENSG00000120437
TCP1_ENSG00000120438,TCP1,ENSG00000120438
TTLL2_ENSG00000120440,TTLL2,ENSG00000120440
SNX19_ENSG00000120451,SNX19,ENSG00000120451
KCNJ5_ENSG00000120457,KCNJ5,ENSG00000120457
MSANTD2_ENSG00000120458,MSANTD2,ENSG00000120458
TP53AIP1_ENSG00000120471,TP53AIP1,ENSG00000120471
TEX11_ENSG00000120498,TEX11,ENSG00000120498
ARR3_ENSG00000120500,ARR3,ENSG00000120500
PDZD11_ENSG00000120509,PDZD11,ENSG00000120509
SLC10A7_ENSG00000120519,SLC10A7,ENSG00000120519
NUDCD1_ENSG00000120526,NUDCD1,ENSG00000120526
ENY2_ENSG00000120533,ENY2,ENSG00000120533
MASTL_ENSG00000120539,MASTL,ENSG00000120539
KIAA1217_ENSG00000120549,KIAA1217,ENSG00000120549
LYZL1_ENSG00000120563,LYZL1,ENSG00000120563
PLXDC2_ENSG00000120594,PLXDC2,ENSG00000120594
EPC1_ENSG00000120616,EPC1,ENSG00000120616
IQSEC3_ENSG00000120645,IQSEC3,ENSG00000120645
CCDC77_ENSG00000120647,CCDC77,ENSG00000120647
TAF12_ENSG00000120656,TAF12,ENSG00000120656
ENOX1_ENSG00000120658,ENOX1,ENSG00000120658
TNFSF11_ENSG00000120659,TNFSF11,ENSG00000120659
MTRF1_ENSG00000120662,MTRF1,ENSG00000120662
SPG20-AS1_ENSG00000120664,SPG20-AS1,ENSG00000120664
SOHLH2_ENSG00000120669,SOHLH2,ENSG00000120669
DNAJC15_ENSG00000120675,DNAJC15,ENSG00000120675
PROSER1_ENSG00000120685,PROSER1,ENSG00000120685
UFM1_ENSG00000120686,UFM1,ENSG00000120686
WBP4_ENSG00000120688,WBP4,ENSG00000120688
ELF1_ENSG00000120690,ELF1,ENSG00000120690
SMAD9_ENSG00000120693,SMAD9,ENSG00000120693
HSPH1_ENSG00000120694,HSPH1,ENSG00000120694
KBTBD7_ENSG00000120696,KBTBD7,ENSG00000120696
ALG5_ENSG00000120697,ALG5,ENSG00000120697
EXOSC8_ENSG00000120699,EXOSC8,ENSG00000120699
ETF1_ENSG00000120705,ETF1,ENSG00000120705
TGFBI_ENSG00000120708,TGFBI,ENSG00000120708
FAM53C_ENSG00000120709,FAM53C,ENSG00000120709
SIL1_ENSG00000120725,SIL1,ENSG00000120725
PAIP2_ENSG00000120727,PAIP2,ENSG00000120727
MYOT_ENSG00000120729,MYOT,ENSG00000120729
KDM3B_ENSG00000120733,KDM3B,ENSG00000120733
EGR1_ENSG00000120738,EGR1,ENSG00000120738
SERP1_ENSG00000120742,SERP1,ENSG00000120742
PLS1_ENSG00000120756,PLS1,ENSG00000120756
ZFP30_ENSG00000120784,ZFP30,ENSG00000120784
NR2C1_ENSG00000120798,NR2C1,ENSG00000120798
UTP20_ENSG00000120800,UTP20,ENSG00000120800
TMPO_ENSG00000120802,TMPO,ENSG00000120802
ARL1_ENSG00000120805,ARL1,ENSG00000120805
GLT8D2_ENSG00000120820,GLT8D2,ENSG00000120820
MTERF2_ENSG00000120832,MTERF2,ENSG00000120832
SOCS2_ENSG00000120833,SOCS2,ENSG00000120833
NFYB_ENSG00000120837,NFYB,ENSG00000120837
CCDC53_ENSG00000120860,CCDC53,ENSG00000120860
APAF1_ENSG00000120868,APAF1,ENSG00000120868
DUSP4_ENSG00000120875,DUSP4,ENSG00000120875
CLU_ENSG00000120885,CLU,ENSG00000120885
TNFRSF10B_ENSG00000120889,TNFRSF10B,ENSG00000120889
SORBS3_ENSG00000120896,SORBS3,ENSG00000120896
PTK2B_ENSG00000120899,PTK2B,ENSG00000120899
CHRNA2_ENSG00000120903,CHRNA2,ENSG00000120903
ADRA1A_ENSG00000120907,ADRA1A,ENSG00000120907
PPP3CC_ENSG00000120910,PPP3CC,ENSG00000120910
PDLIM2_ENSG00000120913,PDLIM2,ENSG00000120913
EPHX2_ENSG00000120915,EPHX2,ENSG00000120915
RNF170_ENSG00000120925,RNF170,ENSG00000120925
NPPB_ENSG00000120937,NPPB,ENSG00000120937
UBIAD1_ENSG00000120942,UBIAD1,ENSG00000120942
TARDBP_ENSG00000120948,TARDBP,ENSG00000120948
TNFRSF8_ENSG00000120949,TNFRSF8,ENSG00000120949
PRAMEF2_ENSG00000120952,PRAMEF2,ENSG00000120952
ZNF706_ENSG00000120963,ZNF706,ENSG00000120963
LYPLA1_ENSG00000120992,LYPLA1,ENSG00000120992
CRISPLD1_ENSG00000121005,CRISPLD1,ENSG00000121005
COPS5_ENSG00000121022,COPS5,ENSG00000121022
RDH10_ENSG00000121039,RDH10,ENSG00000121039
EPX_ENSG00000121053,EPX,ENSG00000121053
AKAP1_ENSG00000121057,AKAP1,ENSG00000121057
COIL_ENSG00000121058,COIL,ENSG00000121058
TRIM25_ENSG00000121060,TRIM25,ENSG00000121060
SCPEP1_ENSG00000121064,SCPEP1,ENSG00000121064
SPOP_ENSG00000121067,SPOP,ENSG00000121067
TBX2_ENSG00000121068,TBX2,ENSG00000121068
SLC35B1_ENSG00000121073,SLC35B1,ENSG00000121073
TBX4_ENSG00000121075,TBX4,ENSG00000121075
TEX14_ENSG00000121101,TEX14,ENSG00000121101
FAM117A_ENSG00000121104,FAM117A,ENSG00000121104
NCAPH_ENSG00000121152,NCAPH,ENSG00000121152
LRAT_ENSG00000121207,LRAT,ENSG00000121207
KIAA0922_ENSG00000121210,KIAA0922,ENSG00000121210
MND1_ENSG00000121211,MND1,ENSG00000121211
TRIM6_ENSG00000121236,TRIM6,ENSG00000121236
ABCC11_ENSG00000121270,ABCC11,ENSG00000121270
PAPD5_ENSG00000121274,PAPD5,ENSG00000121274
ADCY7_ENSG00000121281,ADCY7,ENSG00000121281
CEP89_ENSG00000121289,CEP89,ENSG00000121289
TSHZ3_ENSG00000121297,TSHZ3,ENSG00000121297
ECHDC2_ENSG00000121310,ECHDC2,ENSG00000121310
PLBD1_ENSG00000121316,PLBD1,ENSG00000121316
TAS2R10_ENSG00000121318,TAS2R10,ENSG00000121318
PRB2_ENSG00000121335,PRB2,ENSG00000121335
PYROXD1_ENSG00000121350,PYROXD1,ENSG00000121350
IAPP_ENSG00000121351,IAPP,ENSG00000121351
KCNJ8_ENSG00000121361,KCNJ8,ENSG00000121361
BCL2L14_ENSG00000121380,BCL2L14,ENSG00000121380
PSPC1_ENSG00000121390,PSPC1,ENSG00000121390
